1,,1,20120102
2,,2,20120104
3,,3,20120109
4,,4,20120120
5,,5,20120122
6,,6,20120214
7,,7,20120303
8,,8,20120330
9,,9,20120413
10,,10,20120511
11,,11,20120514
12,,12,20120519
13,,13,20120522
14,,14,20120529
15,,15,20120531
16,,16,20120611
17,,17,20120630
18,,18,20120701
19,,19,20120705
20,,20,20120706
21,,21,20120718
22,,22,20120721
23,,23,20120725
24,,24,20120727
25,,25,20120801
26,,26,20120805
27,,27,20120806
28,,28,20120829
29,,29,20120908
30,,30,20120910
31,,31,20120911
32,,32,20120918
33,,33,20120922
34,,34,20120927
35,,35,20120928
36,,36,20120930
37,,37,20121006
38,,38,20121008
39,,39,20121009
40,,40,20121018
41,,41,20121023
42,,42,20121029
43,,43,20121103
44,,44,20121109
45,,45,20121112
46,,46,20121114
47,,47,20121118
48,,48,20121210
49,,49,20121218
50,,50,20121219
51,,51,20130103
52,,52,20130108
53,,53,20130112
54,,54,20130125
55,,55,20130128
56,,56,20130203
57,,57,20130204
58,,58,20130217
59,,59,20130302
60,,60,20130311
61,,61,20130320
62,,62,20130325
63,,63,20130401
64,,64,20130402
65,,65,20130405
66,,66,20130410
67,,67,20130411
68,,68,20130418
69,,69,20130429
70,,70,20130502
71,,71,20130511
72,,72,20130515
73,,73,20130518
74,,74,20130526
75,,75,20130530
76,,76,20130622
77,,77,20130624
78,,78,20130625
79,,79,20130703
80,,80,20130709
81,,81,20130712
82,,82,20130716
83,,83,20130727
84,,84,20130808
85,,85,20130809
86,,86,20130815
87,,87,20130825
88,,88,20130901
89,,89,20130916
90,,90,20130921
91,,91,20131013
92,,92,20131021
93,,93,20131030
94,,94,20131109
95,,95,20131115
96,,96,20131116
97,,97,20131130
98,,98,20131203
99,,99,20131212
100,,100,20131213
101,,101,20120102
102,,102,20120212
103,,103,20120214
104,,104,20120216
105,,105,20120220
106,,106,20120221
107,,107,20120225
108,,108,20120228
109,,109,20120313
110,,110,20120314
111,,111,20120326
112,,112,20120330
113,,113,20120401
114,,114,20120403
115,,115,20120408
116,,116,20120414
117,,117,20120422
118,,118,20120504
119,,119,20120508
120,,120,20120511
121,,121,20120512
122,,122,20120517
123,,123,20120521
124,,124,20120522
125,,125,20120611
126,,126,20120616
127,,127,20120617
128,,128,20120707
129,,129,20120710
130,,130,20120712
131,,131,20120719
132,,132,20120725
133,,133,20120730
134,,134,20120811
135,,135,20120822
136,,136,20120826
137,,137,20120912
138,,138,20120914
139,,139,20120918
140,,140,20120926
141,,141,20120927
142,,142,20121009
143,,143,20121010
144,,144,20121017
145,,145,20121024
146,,146,20121025
147,,147,20121026
148,,148,20121029
149,,149,20121105
150,,150,20121106
151,,151,20121111
152,,152,20121113
153,,153,20121114
154,,154,20121129
155,,155,20121205
156,,156,20121219
157,,157,20121223
158,,158,20121227
159,,159,20121230
160,,160,20130103
161,,161,20130115
162,,162,20130211
163,,163,20130215
164,,164,20130226
165,,165,20130305
166,,166,20130307
167,,167,20130314
168,,168,20130420
169,,169,20130425
170,,170,20130503
171,,171,20130509
172,,172,20130517
173,,173,20130530
174,,174,20130531
175,,175,20130601
176,,176,20130609
177,,177,20130611
178,,178,20130616
179,,179,20130709
180,,180,20130720
181,,181,20130730
182,,182,20130816
183,,183,20130818
184,,184,20130823
185,,185,20130901
186,,186,20130904
187,,187,20130909
188,,188,20130913
189,,189,20130915
190,,190,20130926
191,,191,20130927
192,,192,20131005
193,,193,20131016
194,,194,20131021
195,,195,20131022
196,,196,20131025
197,,197,20131103
198,,198,20131119
199,,199,20131213
200,,200,20131222
201,,201,20120102
202,,202,20120108
203,,203,20120110
204,,204,20120122
205,,205,20120128
206,,206,20120204
207,,207,20120217
208,,208,20120225
209,,209,20120229
210,,210,20120315
211,,211,20120328
212,,212,20120330
213,,213,20120331
214,,214,20120411
215,,215,20120414
216,,216,20120420
217,,217,20120428
218,,218,20120429
219,,219,20120510
220,,220,20120521
221,,221,20120526
222,,222,20120529
223,,223,20120605
224,,224,20120609
225,,225,20120619
226,,226,20120624
227,,227,20120626
228,,228,20120628
229,,229,20120724
230,,230,20120726
231,,231,20120730
232,,232,20120802
233,,233,20120809
234,,234,20120826
235,,235,20120831
236,,236,20120904
237,,237,20120912
238,,238,20120914
239,,239,20120918
240,,240,20120927
241,,241,20121008
242,,242,20121028
243,,243,20121031
244,,244,20121104
245,,245,20121105
246,,246,20121106
247,,247,20121108
248,,248,20121110
249,,249,20121116
250,,250,20121211
251,,251,20121222
252,,252,20130101
253,,253,20130112
254,,254,20130124
255,,255,20130202
256,,256,20130206
257,,257,20130213
258,,258,20130226
259,,259,20130309
260,,260,20130310
261,,261,20130312
262,,262,20130318
263,,263,20130324
264,,264,20130328
265,,265,20130330
266,,266,20130412
267,,267,20130422
268,,268,20130423
269,,269,20130504
270,,270,20130506
271,,271,20130513
272,,272,20130515
273,,273,20130517
274,,274,20130525
275,,275,20130526
276,,276,20130531
277,,277,20130603
278,,278,20130606
279,,279,20130609
280,,280,20130612
281,,281,20130616
282,,282,20130623
283,,283,20130702
284,,284,20130703
285,,285,20130713
286,,286,20130718
287,,287,20130725
288,,288,20130731
289,,289,20130905
290,,290,20130921
291,,291,20130926
292,,292,20131008
293,,293,20131015
294,,294,20131016
295,,295,20131025
296,,296,20131105
297,,297,20131129
298,,298,20131202
299,,299,20131216
300,,300,20131219
301,,301,20120108
302,,302,20120115
303,,303,20120121
304,,304,20120127
305,,305,20120129
306,,306,20120201
307,,307,20120203
308,,308,20120223
309,,309,20120303
310,,310,20120309
311,,311,20120327
312,,312,20120429
313,,313,20120520
314,,314,20120526
315,,315,20120530
316,,316,20120610
317,,317,20120611
318,,318,20120619
319,,319,20120622
320,,320,20120702
321,,321,20120714
322,,322,20120721
323,,323,20120722
324,,324,20120724
325,,325,20120726
