1,20111113,1,5001
2,20111113,0,5002
3,20111113,1,5003
4,20111113,1,5004
5,20111113,1,5005
6,20111113,1,5006
7,20111113,0,5007
8,20111113,0,5008
9,20111113,1,5009
10,20111113,1,5010
11,20111113,1,5011
12,20111113,1,5012
13,20111113,1,5013
14,20111113,0,5014
15,20111113,1,5015
16,20111113,0,5016
17,20111113,1,5017
18,20111113,0,5018
19,20111113,1,5019
20,20111113,0,5020
21,20111113,1,5021
22,20111113,0,5022
23,20111113,0,5023
24,20111113,0,5024
25,20111113,1,5025
26,20111113,0,5026
27,20111113,1,5027
28,20111113,0,5028
29,20111113,1,5029
30,20111113,1,5030
31,20111113,0,5031
32,20111113,0,5032
33,20111113,1,5033
34,20111113,1,5034
35,20111113,1,5035
36,20111113,0,5036
37,20111113,1,5037
38,20111113,1,5038
39,20111113,1,5039
40,20111113,1,5040
41,20111113,1,5041
42,20111113,0,5042
43,20111113,1,5043
44,20111113,0,5044
45,20111113,1,5045
46,20111113,1,5046
47,20111113,1,5047
48,20111113,1,5048
49,20111113,1,5049
50,20111113,1,5050
51,20091117,0,5051
52,20091117,0,5052
53,20091117,1,5053
54,20091117,1,5054
55,20091117,1,5055
56,20091117,0,5056
57,20091117,1,5057
58,20091117,0,5058
59,20091117,0,5059
60,20091117,1,5060
61,20091117,0,5061
62,20091117,1,5062
63,20091117,0,5063
64,20091117,0,5064
65,20091117,0,5065
66,20091117,1,5066
67,20091117,0,5067
68,20091117,1,5068
69,20091117,0,5069
70,20091117,1,5070
71,20091117,0,5071
72,20091117,0,5072
73,20091117,1,5073
74,20091117,1,5074
75,20091117,1,5075
76,20091117,0,5076
77,20091117,1,5077
78,20091117,0,5078
79,20091117,0,5079
80,20091117,0,5080
81,20091117,1,5081
82,20091117,1,5082
83,20091117,0,5083
84,20091117,0,5084
85,20091117,1,5085
86,20091117,0,5086
87,20091117,0,5087
88,20091117,0,5088
89,20091117,1,5089
90,20091117,1,5090
91,20091117,0,5091
92,20091117,0,5092
93,20091117,1,5093
94,20091117,1,5094
95,20091117,0,5095
96,20091117,0,5096
97,20091117,0,5097
98,20091117,0,5098
99,20091117,1,5099
100,20091117,1,5100
101,20101116,1,5101
102,20101116,1,5102
103,20101116,0,5103
104,20101116,1,5104
105,20101116,1,5105
106,20101116,0,5106
107,20101116,1,5107
108,20101116,1,5108
109,20101116,1,5109
110,20101116,1,5110
111,20101116,1,5111
112,20101116,0,5112
113,20101116,0,5113
114,20101116,0,5114
115,20101116,1,5115
116,20101116,1,5116
117,20101116,0,5117
118,20101116,0,5118
119,20101116,0,5119
120,20101116,0,5120
121,20101116,1,5121
122,20101116,0,5122
123,20101116,1,5123
124,20101116,1,5124
125,20101116,0,5125
126,20111115,0,5126
127,20111115,0,5127
128,20111115,0,5128
129,20111115,0,5129
130,20111115,0,5130
131,20111115,0,5131
132,20111115,0,5132
133,20111115,1,5133
134,20111115,1,5134
135,20111115,1,5135
136,20111115,0,5136
137,20111115,0,5137
138,20111115,0,5138
139,20111115,1,5139
140,20111115,1,5140
141,20111115,1,5141
142,20111115,0,5142
143,20111115,0,5143
144,20111115,1,5144
145,20111115,1,5145
146,20111115,0,5146
147,20111115,1,5147
148,20111115,1,5148
149,20111115,1,5149
150,20111115,0,5150
151,20111115,0,5151
152,20111115,0,5152
153,20111115,1,5153
154,20111115,1,5154
155,20111115,0,5155
156,20111115,1,5156
157,20111115,1,5157
158,20111115,1,5158
159,20111115,1,5159
160,20111115,0,5160
161,20111115,0,5161
162,20111115,1,5162
163,20111115,1,5163
164,20111115,0,5164
165,20111115,1,5165
166,20111115,1,5166
167,20111115,0,5167
168,20111115,0,5168
169,20111115,1,5169
170,20111115,0,5170
171,20111115,0,5171
172,20111115,1,5172
173,20111115,0,5173
174,20111115,0,5174
175,20111115,1,5175
176,20111115,0,5176
177,20111115,1,5177
178,20111115,0,5178
179,20111115,0,5179
180,20111115,0,5180
181,20111115,1,5181
182,20111115,1,5182
183,20111115,1,5183
184,20111115,0,5184
185,20111115,0,5185
186,20111115,0,5186
187,20111115,1,5187
188,20111115,1,5188
189,20111115,1,5189
190,20111115,1,5190
191,20111115,0,5191
192,20111115,0,5192
193,20111115,0,5193
194,20111115,1,5194
195,20111115,1,5195
196,20111115,0,5196
197,20111115,1,5197
198,20111115,0,5198
199,20111115,0,5199
200,20111115,0,5200
201,19971031,1,5201
202,19971031,0,5202
203,19971031,0,5203
204,19971031,1,5204
205,19971031,1,5205
206,19971031,1,5206
207,19971031,0,5207
208,19971031,1,5208
209,19971031,0,5209
210,19971031,0,5210
211,19971031,0,5211
212,19971031,0,5212
213,19971031,1,5213
