1,1
2,0
3,1
4,1
5,1
6,1
7,0
8,0
9,1
10,1
11,1
12,1
13,1
14,0
15,1
16,0
17,1
18,0
19,1
20,0
21,1
22,0
23,0
24,0
25,1
26,0
27,1
28,0
29,1
30,1
31,0
32,0
33,1
34,1
35,1
36,0
37,1
38,1
39,1
40,1
41,1
42,0
43,1
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,0
52,0
53,1
54,1
55,1
56,0
57,1
58,0
59,0
60,1
61,0
62,1
63,0
64,0
65,0
66,1
67,0
68,1
69,0
70,1
71,0
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,1
82,1
83,0
84,0
85,1
86,0
87,0
88,0
89,1
90,1
91,0
92,0
93,1
94,1
95,0
96,0
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,1
105,1
106,0
107,1
108,1
109,1
110,1
111,1
112,0
113,0
114,0
115,1
116,1
117,0
118,0
119,0
120,0
121,1
122,0
123,1
124,1
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,1
134,1
135,1
136,0
137,0
138,0
139,1
140,1
141,1
142,0
143,0
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,0
152,0
153,1
154,1
155,0
156,1
157,1
158,1
159,1
160,0
161,0
162,1
163,1
164,0
165,1
166,1
167,0
168,0
169,1
170,0
171,0
172,1
173,0
174,0
175,1
176,0
177,1
178,0
179,0
180,0
181,1
182,1
183,1
184,0
185,0
186,0
187,1
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,1
196,0
197,1
198,0
199,0
200,0
201,1
202,0
203,0
204,1
205,1
206,1
207,0
208,1
209,0
210,0
211,0
212,0
213,1
214,0
215,0
216,1
217,1
218,1
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,0
229,1
230,1
231,1
232,1
233,0
234,0
235,0
236,0
237,1
238,1
239,0
240,0
241,1
242,1
243,0
244,0
245,0
246,1
247,0
248,0
249,0
250,0
251,1
252,0
253,1
254,1
255,1
256,0
257,0
258,0
259,1
260,1
261,0
262,1
263,0
264,1
265,0
266,0
267,1
268,1
269,1
270,1
271,1
272,0
273,0
274,0
275,1
276,0
277,1
278,1
279,0
280,0
281,0
282,1
283,1
284,0
285,0
286,0
287,0
288,1
289,1
290,0
291,0
292,1
293,0
294,1
295,1
296,0
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,0
305,1
306,0
307,0
308,0
309,1
310,1
311,0
312,1
313,1
314,1
315,1
316,1
317,0
318,1
319,1
320,0
321,1
322,0
323,1
324,1
325,1
326,1
327,0
328,1
329,1
330,0
331,1
332,0
333,0
334,1
335,1
336,0
337,1
338,0
339,0
340,0
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,0
349,1
350,0
351,1
352,0
353,0
354,0
355,1
356,0
357,1
358,0
359,0
360,1
361,1
362,0
363,1
364,1
365,1
366,0
367,1
368,1
369,0
370,1
371,0
372,1
373,1
374,1
375,1
376,1
377,1
378,0
379,0
380,1
381,0
382,1
383,0
384,1
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,0
393,0
394,0
395,1
396,1
397,1
398,1
399,1
400,0
401,0
402,0
403,1
404,1
405,0
406,0
407,0
408,1
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,1
417,0
418,1
419,1
420,0
421,0
422,1
423,0
424,1
425,1
426,0
427,0
428,0
429,1
430,1
431,1
432,0
433,1
434,1
435,0
436,0
437,0
438,1
439,1
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,1
448,1
449,0
450,1
451,1
452,1
453,1
454,0
455,0
456,0
457,0
458,1
459,0
460,1
461,0
462,1
463,1
464,0
465,0
466,1
467,0
468,0
469,1
470,0
471,0
472,1
473,1
474,0
475,1
476,0
477,1
478,0
479,1
480,0
481,0
482,1
483,1
484,0
485,0
486,1
487,1
488,1
489,0
490,1
491,1
492,0
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,0
501,0
502,0
503,1
504,0
505,1
506,1
507,1
508,0
509,0
510,0
511,0
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,1
525,1
526,0
527,1
528,1
529,0
530,1
531,0
532,1
533,1
534,0
535,0
536,1
537,0
538,0
539,0
540,0
541,1
542,1
543,1
544,0
545,1
546,0
547,1
548,0
549,1
550,0
551,1
552,1
553,0
554,1
555,0
556,1
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,0
565,0
566,0
567,1
568,1
569,0
570,1
571,0
572,1
573,0
574,1
575,1
576,0
577,0
578,1
579,1
580,1
581,0
582,0
583,1
584,1
585,1
586,0
587,0
588,1
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,1
598,1
599,1
600,1
601,0
602,0
603,0
604,1
605,1
606,0
607,1
608,1
609,1
610,1
611,1
612,0
613,1
614,0
615,1
616,0
617,1
618,0
619,0
620,1
621,1
622,0
623,0
624,1
625,0
626,1
627,1
628,1
629,1
630,0
631,0
632,1
633,1
634,0
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,0
651,1
652,1
653,1
654,1
655,1
656,1
657,0
658,0
659,0
660,0
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,1
669,0
670,0
671,1
672,0
673,1
674,1
675,0
676,0
677,0
678,1
679,1
680,1
681,0
682,1
683,1
684,0
685,1
686,0
687,0
688,0
689,1
690,1
691,0
692,1
693,0
694,1
695,0
696,1
697,0
698,0
699,1
700,1
701,1
702,1
703,0
704,1
705,1
706,1
707,0
708,1
709,0
710,1
711,1
712,1
713,0
714,0
715,0
716,0
717,1
718,0
719,0
720,0
721,1
722,0
723,1
724,0
725,0
726,0
727,0
728,0
729,1
730,0
731,1
732,1
733,0
734,0
735,1
736,0
737,0
738,0
739,1
740,1
741,1
742,1
743,0
744,0
745,1
746,0
747,0
748,0
749,1
750,1
751,1
752,0
753,1
754,0
755,1
756,1
757,0
758,0
759,0
760,1
761,1
762,0
763,1
764,0
765,0
766,1
767,0
768,1
769,0
770,0
771,0
772,1
773,0
774,0
775,1
776,1
777,1
778,1
779,0
780,1
781,1
782,1
783,1
784,0
785,0
786,1
787,0
788,0
789,1
790,1
791,1
792,0
793,0
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,0
804,0
805,1
806,1
807,1
808,0
809,0
810,0
811,1
812,1
813,1
814,0
815,0
816,1
817,0
818,1
819,1
820,1
821,0
822,1
823,0
824,1
825,0
826,1
827,0
828,0
829,1
830,1
831,1
832,1
833,1
834,1
835,0
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
